iter	RMSE
363	4.220517601
364	4.217495169
365	4.213013266
366	4.2124578
367	4.208873583
368	4.202259535
369	4.198694369
370	4.195720834
371	4.19482015
372	4.191719266
373	4.185442916
374	4.180713821
375	4.180355775
376	4.178980613
377	4.178741928
378	4.177227696
379	4.173497999
380	4.168289967
381	4.166874959
382	4.166479069
383	4.166243703
384	4.160400101
385	4.155677124
386	4.155184533
387	4.153701279
388	4.152260686
389	4.151162788
390	4.146045548
391	4.141431624
392	4.139992269
393	4.138892636
394	4.138718119
395	4.133656444
396	4.132446886
397	4.131449707
398	4.129629859
399	4.127784304
400	4.125606215
401	4.124024628
402	4.118249918
403	4.115443501
404	4.112311084
405	4.110094199
406	4.10976869
407	4.10948241
408	4.104874353
409	4.099023722
410	4.098229854
411	4.09765395
412	4.096152653
413	4.092392615
414	4.090561492
415	4.090415239
416	4.087313217
417	4.084208342
418	4.079112935
419	4.074663062
420	4.072664619
421	4.069494396
422	4.06919843
423	4.067115387
424	4.062601553
425	4.059588052
426	4.056624585
427	4.055075291
428	4.054109092
429	4.050520661
430	4.050313907
431	4.04704516
432	4.043797261
433	4.043115308
434	4.039508093
435	4.038108138
436	4.033917298
437	4.028626356
438	4.028453128
439	4.023911535
440	4.021807636
441	4.017660513
442	4.017327453
443	4.014102345
444	4.012394179
445	4.01196015
446	4.00788822
447	4.004624355
448	4.001452219
449	3.999951676
450	3.994845346
451	3.991014414
452	3.990443576
453	3.988405929
454	3.987276668
455	3.98454474
456	3.980023847
457	3.979749029
458	3.975294065
459	3.974980121
460	3.973445792
461	3.971444072
462	3.967097996
463	3.964406044
464	3.962683021
465	3.960237349
466	3.959052151
467	3.95885753
468	3.957649576
469	3.956879297
470	3.954296047
471	3.950685641
472	3.946165727
473	3.944749106
474	3.943488741
475	3.942669245
476	3.940186277
477	3.939069553
478	3.936516745
479	3.934588099
480	3.931604388
481	3.928763305
482	3.927610813
483	3.926855174
484	3.926145584
485	3.924154822
486	3.922102439
487	3.917516673
488	3.913929194
489	3.912949536
490	3.912174074
491	3.908945349
492	3.907729907
493	3.903641624
494	3.902483915
495	3.900479233
496	3.898074442
497	3.897282715
498	3.896322448
499	3.892947139
500	3.890823684
501	3.889527553
502	3.886215591
503	3.885025139
504	3.882393674
505	3.879016328
506	3.874932394
507	3.873248016
508	3.872564813
509	3.869864912
510	3.867844093
511	3.867708975
512	3.865730328
513	3.86488006
514	3.861423222
515	3.859159862
516	3.854662804
517	3.853970284
518	3.853510799
519	3.851466595
520	3.849149424
521	3.848101388
522	3.844798176
523	3.844181596
524	3.842300033
525	3.839868995
526	3.837663389
527	3.837032984
528	3.836436847
529	3.833959208
530	3.833839026
531	3.830654924
532	3.828769408
533	3.825551993
534	3.824730585
535	3.821611365
536	3.820069489
537	3.817923245
538	3.813861336
539	3.811471981
540	3.810458852
541	3.805845147
542	3.803610934
543	3.80302035
544	3.802863178
545	3.801203905
546	3.800284451
547	3.796048108
548	3.793167028
549	3.792760777
550	3.792469901
551	3.79042477
552	3.789987379
553	3.789797664
554	3.789103988
555	3.788409948
556	3.787800828
557	3.783698555
558	3.782779103
559	3.780245658
560	3.779229356
561	3.778121144
562	3.773623119
563	3.773374569
564	3.768724548
565	3.764374865
566	3.761151141
567	3.758466971
568	3.757933708
569	3.753521334
570	3.750840845
571	3.74945865
572	3.745943246
573	3.743673488
574	3.742154143
575	3.740061929
576	3.739385455
577	3.735745684
578	3.732726129
579	3.731870851
580	3.729411321
581	3.727373996
582	3.726637017
583	3.725746495
584	3.725676393
585	3.721933562
586	3.719662347
587	3.719044185
588	3.71775108
589	3.717094603
590	3.713236581
591	3.712800496
592	3.712605467
593	3.708575919
594	3.706721373
595	3.706039972
596	3.702821991
597	3.698262508
598	3.697922529
599	3.696023321
600	3.693225116
601	3.69294137
602	3.691560983
603	3.689682234
604	3.688889903
605	3.685997648
606	3.685431874
607	3.68298766
608	3.681994973
609	3.680087682
610	3.678891789
611	3.678814678
612	3.673531864
613	3.671992221
614	3.668315878
615	3.665677593
616	3.662393624
617	3.660441079
618	3.657923114
619	3.657843154
620	3.656873993
621	3.656785213
622	3.655327407
623	3.654334301
624	3.651309927
625	3.651175263
626	3.64740495
627	3.645525318
628	3.643809994
629	3.641388841
630	3.641212434
631	3.640651479
632	3.637558141
633	3.634312163
634	3.632941455
635	3.631686419
636	3.627991136
637	3.625561652
638	3.622213325
639	3.620228115
640	3.616268527
641	3.613654916
642	3.611024457
643	3.609467806
644	3.60704235
645	3.605720007
646	3.601460525
647	3.599317268
648	3.596192436
649	3.595229522
650	3.594067466
651	3.593992444
652	3.591446239
653	3.589205349
654	3.587690628
655	3.585651147
656	3.584520464
657	3.582636389
658	3.58255135
659	3.579104836
660	3.57644515
661	3.575759852
662	3.572339554
663	3.569509189
664	3.567898993
665	3.56716839
666	3.564811407
667	3.562515704
668	3.558684976
669	3.557258788
670	3.55636864
671	3.555754143
672	3.553468221
673	3.550648262
674	3.548928152
675	3.548091515
676	3.546560109
677	3.543877776
678	3.543455048
679	3.541276732
680	3.540752257
681	3.539189085
682	3.53705603
683	3.534766604
684	3.533348302
685	3.531560071
686	3.529461849
687	3.529224632
688	3.52819011
689	3.525430952
690	3.525293338
691	3.522811533
692	3.520633983
693	3.517809118
694	3.514876213
695	3.514645368
696	3.513956343
697	3.511915982
698	3.508950486
699	3.508877705
700	3.5084924
701	3.506226847
702	3.505427821
703	3.504942915
704	3.501615684
705	3.501415663
706	3.500230941
707	3.49947552
708	3.497814991
709	3.495905493
710	3.494340131
711	3.492329269
712	3.489001461
713	3.48734353
714	3.484673013
715	3.483044545
716	3.479531514
717	3.478555861
718	3.477095386
719	3.474065973
720	3.471186453
721	3.46917532
722	3.466883809
723	3.466076765
724	3.462660813
725	3.460898793
726	3.456991183
727	3.455049063
728	3.454420603
729	3.453339905
730	3.45158826
731	3.449637906
732	3.446802167
733	3.444682402
734	3.444312748
735	3.442657107
736	3.44060218
737	3.438820579
738	3.438094516
739	3.434670154
740	3.432325734
741	3.42971902
742	3.42859161
743	3.426145623
744	3.423754626
745	3.420119684
746	3.419676919
747	3.417036222
748	3.413408215
749	3.41098062
750	3.409372315
751	3.408728111
752	3.40742953
753	3.405973688
754	3.40453263
755	3.401845308
756	3.40080908
757	3.400754083
758	3.399163442
759	3.397357781
760	3.396691977
761	3.394105234
762	3.392391744
763	3.391112984
764	3.388506217
765	3.385407615
766	3.382840756
767	3.381076179
768	3.380085276
769	3.379695234
770	3.377634709
771	3.376887622
772	3.376008793
773	3.371286948
774	3.371140248
775	3.367799145
776	3.367130828
777	3.364927503
778	3.361938317
779	3.358357058
780	3.357787648
781	3.35631548
782	3.354007537
783	3.352609475
784	3.351068824
785	3.349136484
786	3.346743509
787	3.34582841
788	3.34438049
789	3.344036744
790	3.341738542
791	3.339924836
792	3.337311488
793	3.336909508
794	3.33410498
795	3.332512932
796	3.332364843
797	3.330460788
798	3.329087569
799	3.325561283
800	3.324844603
801	3.32394298
802	3.322081632
803	3.321179932
804	3.318188985
805	3.316562619
806	3.315888902
807	3.313948228
808	3.313789469
809	3.310488091
810	3.309343629
811	3.306807167
812	3.30645282
813	3.303951069
814	3.303556693
815	3.3024361
816	3.300627405
817	3.298556334
818	3.296167589
819	3.296116988
820	3.294973746
821	3.294708964
822	3.293950311
823	3.291068601
824	3.290649098
825	3.29005454
826	3.288388595
827	3.286335119
828	3.285470556
829	3.284424439
830	3.284161253
831	3.282864913
832	3.282712419
833	3.281456511
834	3.279990186
835	3.277325711
836	3.275389406
837	3.272932496
838	3.269997781
839	3.268709875
840	3.268093197
841	3.265276722
842	3.264051325
843	3.263159521
844	3.263118874
845	3.261514278
846	3.259567152
847	3.257000889
848	3.254380283
849	3.253787033
850	3.251647539
851	3.250179725
852	3.24972116
853	3.249450414
854	3.248551826
855	3.246572796
856	3.244532796
857	3.242831044
858	3.242009283
859	3.239665067
860	3.237783975
861	3.236732682
862	3.236679443
863	3.234405626
864	3.233996786
865	3.230891941
866	3.229886483
867	3.227783113
868	3.227400621
869	3.227304142
870	3.225118775
871	3.224978667
872	3.224866752
873	3.224292081
874	3.221396572
875	3.220527284
876	3.218192473
877	3.216082467
878	3.214154155
879	3.212209734
880	3.211201715
881	3.208442191
882	3.207440304
883	3.206451403
884	3.204568937
885	3.200018135
886	3.199358911
887	3.197677907
888	3.196304819
889	3.193534486
890	3.193140965
891	3.191723794
892	3.1914815
893	3.190947287
894	3.189074829
895	3.186751531
896	3.183890497
897	3.182024368
898	3.181914773
899	3.180264182
900	3.179347634
901	3.178148482
902	3.177802442
903	3.177726632
904	3.175835712
905	3.175385457
906	3.172565331
907	3.170217599
908	3.169432976
909	3.168777482
910	3.167466025
911	3.166286192
912	3.165600162
913	3.163779741
914	3.162593923
915	3.162022213
916	3.161978013
917	3.160818689
918	3.160626104
919	3.159429136
920	3.158809589
921	3.158444787
922	3.156595542
923	3.15540284
924	3.153541622
925	3.152943804
926	3.149863902
927	3.147100295
928	3.144920398
929	3.144522974
930	3.142129517
931	3.138129153
932	3.135464285
933	3.134061993
934	3.132377002
935	3.132304221
936	3.131816709
937	3.131079664
938	3.128240325
939	3.126964719
940	3.123670539
941	3.121130825
942	3.119357836
943	3.118244722
944	3.117324158
945	3.11562716
946	3.114203575
947	3.112931227
948	3.112890868
949	3.112741892
950	3.110436517
951	3.107992751
952	3.105571803
953	3.103150574
954	3.102048903
955	3.099418986
956	3.09770117
957	3.095622594
958	3.094872989
959	3.094576855
960	3.09426215
961	3.093726446
962	3.093318599
963	3.093116738
964	3.091540274
965	3.090922836
966	3.089059375
967	3.087573283
968	3.085481503
969	3.083277984
970	3.082038149
971	3.080528297
972	3.079890755
973	3.079428384
974	3.07836067
975	3.077384422
976	3.075933275
977	3.074002998
978	3.072274081
979	3.071952448
980	3.06962924
981	3.068417837
982	3.067024918
983	3.065836339
984	3.065488178
985	3.064301466
986	3.062687474
987	3.060796376
988	3.059929906
989	3.058592356
990	3.056525482
991	3.055772699
992	3.055635865
993	3.055425978
994	3.055028044
995	3.05290437
996	3.051332625
997	3.049741325
998	3.049608929
999	3.048474068
